user,counter,correct,recorded_result,mask_image,cb_type1,cb_type2,ncb,datetime,random_spread,pallet_used,pallet_values,ishihara_list,COLORS_ON,COLORS_OFF
zJyuyw,8,0,Uncertain,4,0,0,1,2020-08-28 05:04:01,15,camo2,"{#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42}","{""(239,101,87)"",""(226,41,52)"",""(240,116,81)"",""(223,31,27)"",""(249,110,68)"",""(218,35,26)"",""(154,99,23)"",""(195,152,55)"",""(134,98,19)"",""(208,146,80)"",""(152,112,11)"",""(212,126,76)""}","{""(239,101,87)"",""(226,41,52)"",""(240,116,81)"",""(223,31,27)"",""(249,110,68)"",""(218,35,26)""}","{""(154,99,23)"",""(195,152,55)"",""(134,98,19)"",""(208,146,80)"",""(152,112,11)"",""(212,126,76)""}"
zJyuyw,9,0,No Image,1,0,0,1,2020-08-28 05:04:09,15,Plates_2-5,"{#ea996d,#f87562,#e9cfc5,#f4542d,#fd8c42,#f87570,#c6a04d,#555531,#827746,#898144,#c5aa3b,#dddddd}","{""(229,146,101)"",""(244,102,94)"",""(228,218,192)"",""(244,71,47)"",""(254,125,70)"",""(250,122,106)"",""(202,155,65)"",""(95,86,44)"",""(116,113,73)"",""(138,117,73)"",""(198,163,64)"",""(235,231,221)""}","{""(229,146,101)"",""(244,102,94)"",""(228,218,192)"",""(244,71,47)"",""(254,125,70)"",""(250,122,106)""}","{""(202,155,65)"",""(95,86,44)"",""(116,113,73)"",""(138,117,73)"",""(198,163,64)"",""(235,231,221)""}"
zJyuyw,10,0,3,B,0,0,1,2020-08-28 05:04:18,15,Plates_36-37,"{#fb6460,#fb8a76,#ef5e47,#fa8757,#fd7340,#f96a52,#716e29,#4d493c,#ab9b4e,#706c44,#455941,#405030}","{""(243,100,100)"",""(246,132,122)"",""(243,83,71)"",""(243,131,85)"",""(244,125,64)"",""(253,107,96)"",""(110,121,26)"",""(70,74,64)"",""(160,143,75)"",""(110,94,56)"",""(77,89,58)"",""(64,93,61)""}","{""(243,100,100)"",""(246,132,122)"",""(243,83,71)"",""(243,131,85)"",""(244,125,64)"",""(253,107,96)""}","{""(110,121,26)"",""(70,74,64)"",""(160,143,75)"",""(110,94,56)"",""(77,89,58)"",""(64,93,61)""}"
zJyuyw,11,1,1,1,1,0,1,2020-08-28 05:04:30,15,Plates_22-27D,"{#f44d3b,#E9453D,#efa892,#fb5c51,#E77262,#efa893,#7d6b5f,#23262d,#4e4245,#856C55,#827059,#705F5C}","{""(235,86,69)"",""(243,67,57)"",""(227,161,152)"",""(244,84,80)"",""(236,108,109)"",""(230,156,132)"",""(129,108,88)"",""(35,52,39)"",""(87,65,64)"",""(138,116,95)"",""(128,124,78)"",""(108,99,96)""}","{""(235,86,69)"",""(243,67,57)"",""(227,161,152)"",""(244,84,80)"",""(236,108,109)"",""(230,156,132)""}","{""(129,108,88)"",""(35,52,39)"",""(87,65,64)"",""(138,116,95)"",""(128,124,78)"",""(108,99,96)""}"
zJyuyw,12,0,Uncertain,E,0,0,0,2020-08-28 05:04:36,15,inverse_ring,"{#3a4c78,#b27180,#95507b,#515267,#314070,#bd4f75,#cb607f,#B47E94,#da567e,#b55d7a,#666177,#494572}","{""(56,90,128)"",""(182,112,118)"",""(151,69,137)"",""(83,95,101)"",""(60,53,102)"",""(189,83,102)"",""(198,105,126)"",""(172,137,138)"",""(212,72,135)"",""(194,91,130)"",""(95,92,118)"",""(67,78,119)""}","{""(56,90,128)"",""(182,112,118)"",""(151,69,137)"",""(83,95,101)"",""(60,53,102)"",""(189,83,102)""}","{""(198,105,126)"",""(172,137,138)"",""(212,72,135)"",""(194,91,130)"",""(95,92,118)"",""(67,78,119)""}"
zJyuyw,13,1,B,B,0,0,1,2020-08-28 05:04:43,15,Plates_36-37,"{#fb6460,#fb8a76,#ef5e47,#fa8757,#fd7340,#f96a52,#716e29,#4d493c,#ab9b4e,#706c44,#455941,#405030}","{""(249,85,104)"",""(252,144,121)"",""(235,102,79)"",""(239,126,84)"",""(238,125,56)"",""(250,94,68)"",""(120,112,53)"",""(80,79,46)"",""(174,164,73)"",""(104,108,57)"",""(80,77,69)"",""(67,92,34)""}","{""(249,85,104)"",""(252,144,121)"",""(235,102,79)"",""(239,126,84)"",""(238,125,56)"",""(250,94,68)""}","{""(120,112,53)"",""(80,79,46)"",""(174,164,73)"",""(104,108,57)"",""(80,77,69)"",""(67,92,34)""}"
zJyuyw,14,0,Uncertain,2,0,0,1,2020-08-28 05:04:52,15,Plates_32-33,"{#f98f4f,#dc522e,#f2693c,#eea055,#ff6839,#eea050,#6f6a22,#d0bd5a,#8b8134,#6b8382,#6c7f82,#d6b04a}","{""(242,136,78)"",""(216,93,47)"",""(243,116,65)"",""(245,166,80)"",""(245,109,45)"",""(223,146,92)"",""(119,99,32)"",""(200,174,102)"",""(128,125,57)"",""(116,136,138)"",""(119,126,126)"",""(221,175,84)""}","{""(242,136,78)"",""(216,93,47)"",""(243,116,65)"",""(245,166,80)"",""(245,109,45)"",""(223,146,92)""}","{""(119,99,32)"",""(200,174,102)"",""(128,125,57)"",""(116,136,138)"",""(119,126,126)"",""(221,175,84)""}"
zJyuyw,15,0,Uncertain,C,0,0,0,2020-08-28 05:04:59,15,inverse_ring,"{#3a4c78,#b27180,#95507b,#515267,#314070,#bd4f75,#cb607f,#B47E94,#da567e,#b55d7a,#666177,#494572}","{""(54,88,125)"",""(190,120,136)"",""(163,67,119)"",""(77,95,115)"",""(59,57,101)"",""(198,93,116)"",""(214,107,121)"",""(188,140,157)"",""(227,90,128)"",""(184,78,117)"",""(99,108,118)"",""(64,69,106)""}","{""(54,88,125)"",""(190,120,136)"",""(163,67,119)"",""(77,95,115)"",""(59,57,101)"",""(198,93,116)""}","{""(214,107,121)"",""(188,140,157)"",""(227,90,128)"",""(184,78,117)"",""(99,108,118)"",""(64,69,106)""}"
zJyuyw,16,0,Uncertain,No Image,0,0,1,2020-08-28 05:05:07,15,Plates_32-33,"{#f98f4f,#dc522e,#f2693c,#eea055,#ff6839,#eea050,#6f6a22,#d0bd5a,#8b8134,#6b8382,#6c7f82,#d6b04a}","{""(252,149,80)"",""(227,84,59)"",""(235,116,73)"",""(247,166,88)"",""(245,97,68)"",""(246,157,86)"",""(125,98,33)"",""(221,186,89)"",""(139,121,40)"",""(104,137,135)"",""(111,138,140)"",""(207,163,78)""}","{""(252,149,80)"",""(227,84,59)"",""(235,116,73)"",""(247,166,88)"",""(245,97,68)"",""(246,157,86)""}","{""(125,98,33)"",""(221,186,89)"",""(139,121,40)"",""(104,137,135)"",""(111,138,140)"",""(207,163,78)""}"
zJyuyw,17,0,Uncertain,C,0,0,1,2020-08-28 05:05:17,15,bluey,"{#3282be,#08529c,#3282be,#08529c,#3282be,#08529c,#72229f,#9a5bbf,#72229f,#9a5bbf,#762DA3,#9a5bbf}","{""(48,122,182)"",""(11,77,141)"",""(53,118,200)"",""(10,89,143)"",""(51,141,181)"",""(13,92,170)"",""(99,24,148)"",""(145,86,180)"",""(123,48,173)"",""(153,89,202)"",""(112,35,169)"",""(168,85,177)""}","{""(48,122,182)"",""(11,77,141)"",""(53,118,200)"",""(10,89,143)"",""(51,141,181)"",""(13,92,170)""}","{""(99,24,148)"",""(145,86,180)"",""(123,48,173)"",""(153,89,202)"",""(112,35,169)"",""(168,85,177)""}"
zJyuyw,18,0,Uncertain,A,0,0,1,2020-08-28 05:05:26,15,camo2,"{#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42}","{""(253,98,60)"",""(225,53,49)"",""(241,99,88)"",""(223,48,49)"",""(243,119,82)"",""(230,45,39)"",""(143,105,32)"",""(190,131,61)"",""(151,110,34)"",""(204,147,74)"",""(157,121,32)"",""(201,148,67)""}","{""(253,98,60)"",""(225,53,49)"",""(241,99,88)"",""(223,48,49)"",""(243,119,82)"",""(230,45,39)""}","{""(143,105,32)"",""(190,131,61)"",""(151,110,34)"",""(204,147,74)"",""(157,121,32)"",""(201,148,67)""}"
zJyuyw,19,0,Uncertain,E,0,0,1,2020-08-28 05:05:36,15,bluey,"{#3282be,#08529c,#3282be,#08529c,#3282be,#08529c,#72229f,#9a5bbf,#72229f,#9a5bbf,#762DA3,#9a5bbf}","{""(56,131,177)"",""(20,77,143)"",""(64,137,185)"",""(2,90,148)"",""(35,123,176)"",""(21,87,168)"",""(125,23,168)"",""(153,104,204)"",""(123,42,166)"",""(166,83,178)"",""(118,55,153)"",""(168,99,196)""}","{""(56,131,177)"",""(20,77,143)"",""(64,137,185)"",""(2,90,148)"",""(35,123,176)"",""(21,87,168)""}","{""(125,23,168)"",""(153,104,204)"",""(123,42,166)"",""(166,83,178)"",""(118,55,153)"",""(168,99,196)""}"
zJyuyw,20,0,3,2,0,0,1,2020-08-28 05:05:44,15,camo2,"{#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42}","{""(247,107,72)"",""(210,58,33)"",""(239,100,66)"",""(212,34,27)"",""(243,100,69)"",""(230,32,33)"",""(141,118,20)"",""(202,153,51)"",""(132,94,33)"",""(202,130,65)"",""(151,120,26)"",""(192,136,52)""}","{""(247,107,72)"",""(210,58,33)"",""(239,100,66)"",""(212,34,27)"",""(243,100,69)"",""(230,32,33)""}","{""(141,118,20)"",""(202,153,51)"",""(132,94,33)"",""(202,130,65)"",""(151,120,26)"",""(192,136,52)""}"
zJyuyw,21,0,Uncertain,No Image,0,0,1,2020-08-28 05:05:51,15,Plates_30-31,"{#9eab5e,#5c6746,#f6d01e,#bdbe75,#6a6f4e,#9caf5d,#f6d01e,#f9654c,#faa06d,#d5412c,#facc33,#f87653}","{""(158,181,90)"",""(106,112,59)"",""(241,204,21)"",""(188,202,102)"",""(115,97,71)"",""(162,161,86)"",""(242,220,30)"",""(252,108,78)"",""(243,148,96)"",""(209,60,55)"",""(239,192,58)"",""(246,124,84)""}","{""(158,181,90)"",""(106,112,59)"",""(241,204,21)"",""(188,202,102)"",""(115,97,71)"",""(162,161,86)""}","{""(242,220,30)"",""(252,108,78)"",""(243,148,96)"",""(209,60,55)"",""(239,192,58)"",""(246,124,84)""}"
zJyuyw,22,0,4,B,0,0,1,2020-08-28 05:06:01,15,Plates_30-31,"{#9eab5e,#5c6746,#f6d01e,#bdbe75,#6a6f4e,#9caf5d,#f6d01e,#f9654c,#faa06d,#d5412c,#facc33,#f87653}","{""(168,169,99)"",""(98,93,66)"",""(239,210,39)"",""(191,186,112)"",""(110,118,63)"",""(147,176,80)"",""(252,195,24)"",""(240,89,65)"",""(235,169,94)"",""(221,65,29)"",""(247,206,57)"",""(241,115,86)""}","{""(168,169,99)"",""(98,93,66)"",""(239,210,39)"",""(191,186,112)"",""(110,118,63)"",""(147,176,80)""}","{""(252,195,24)"",""(240,89,65)"",""(235,169,94)"",""(221,65,29)"",""(247,206,57)"",""(241,115,86)""}"
zJyuyw,23,0,Uncertain,B,0,1,1,2020-08-28 05:06:07,15,Plates_22-27P,"{#fe5b55,#f95c50,#9d4053,#f55d52,#722F3F,#fe5b51,#7d6b5f,#23262d,#4e4245,#856C55,#827059,#705F5C}","{""(249,79,73)"",""(247,103,85)"",""(156,58,86)"",""(246,92,95)"",""(113,34,77)"",""(248,79,82)"",""(116,110,104)"",""(46,48,42)"",""(71,52,75)"",""(124,101,86)"",""(119,122,83)"",""(105,102,79)""}","{""(249,79,73)"",""(247,103,85)"",""(156,58,86)"",""(246,92,95)"",""(113,34,77)"",""(248,79,82)""}","{""(116,110,104)"",""(46,48,42)"",""(71,52,75)"",""(124,101,86)"",""(119,122,83)"",""(105,102,79)""}"
zJyuyw,24,0,Uncertain,2,0,0,1,2020-08-28 05:06:13,15,Plates_30-31,"{#9eab5e,#5c6746,#f6d01e,#bdbe75,#6a6f4e,#9caf5d,#f6d01e,#f9654c,#faa06d,#d5412c,#facc33,#f87653}","{""(146,170,93)"",""(97,105,82)"",""(252,197,44)"",""(174,196,110)"",""(112,105,66)"",""(159,185,93)"",""(232,201,24)"",""(244,87,82)"",""(238,168,100)"",""(210,60,57)"",""(248,213,51)"",""(240,118,84)""}","{""(146,170,93)"",""(97,105,82)"",""(252,197,44)"",""(174,196,110)"",""(112,105,66)"",""(159,185,93)""}","{""(232,201,24)"",""(244,87,82)"",""(238,168,100)"",""(210,60,57)"",""(248,213,51)"",""(240,118,84)""}"
zJyuyw,25,1,C,C,0,1,1,2020-08-28 05:06:27,15,Plates_22-27P,"{#fe5b55,#f95c50,#9d4053,#f55d52,#722F3F,#fe5b51,#7d6b5f,#23262d,#4e4245,#856C55,#827059,#705F5C}","{""(242,98,74)"",""(242,81,82)"",""(159,54,69)"",""(246,80,68)"",""(109,57,67)"",""(243,89,90)"",""(121,119,98)"",""(46,28,45)"",""(70,77,62)"",""(137,113,93)"",""(124,107,97)"",""(126,88,103)""}","{""(242,98,74)"",""(242,81,82)"",""(159,54,69)"",""(246,80,68)"",""(109,57,67)"",""(243,89,90)""}","{""(121,119,98)"",""(46,28,45)"",""(70,77,62)"",""(137,113,93)"",""(124,107,97)"",""(126,88,103)""}"
zJyuyw,26,0,Uncertain,No Image,0,0,1,2020-08-28 05:06:35,15,Plates_2-5,"{#ea996d,#f87562,#e9cfc5,#f4542d,#fd8c42,#f87570,#c6a04d,#555531,#827746,#898144,#c5aa3b,#dddddd}","{""(224,140,114)"",""(253,131,112)"",""(226,193,204)"",""(230,79,33)"",""(246,126,51)"",""(235,114,112)"",""(184,171,63)"",""(70,82,59)"",""(135,132,65)"",""(123,123,59)"",""(196,155,70)"",""(225,214,216)""}","{""(224,140,114)"",""(253,131,112)"",""(226,193,204)"",""(230,79,33)"",""(246,126,51)"",""(235,114,112)""}","{""(184,171,63)"",""(70,82,59)"",""(135,132,65)"",""(123,123,59)"",""(196,155,70)"",""(225,214,216)""}"
zJyuyw,27,0,Uncertain,D,0,0,1,2020-08-28 05:06:53,15,Plates_34-35,"{#a6ad62,#576f54,#999d62,#69653e,#bfaf5f,#a38f4f,#fac243,#d95415,#ff814f,#fdb654,#b44747,#bd7270}","{""(177,184,87)"",""(73,104,93)"",""(145,171,88)"",""(116,93,66)"",""(180,176,103)"",""(164,151,81)"",""(238,186,71)"",""(221,80,13)"",""(248,128,86)"",""(239,177,71)"",""(183,62,70)"",""(199,122,126)""}","{""(177,184,87)"",""(73,104,93)"",""(145,171,88)"",""(116,93,66)"",""(180,176,103)"",""(164,151,81)""}","{""(238,186,71)"",""(221,80,13)"",""(248,128,86)"",""(239,177,71)"",""(183,62,70)"",""(199,122,126)""}"
zJyuyw,28,0,2,B,0,0,1,2020-08-28 05:07:04,15,Plates_10-13,"{#bc5325,#f5a957,#e87941,#ff793b,#c74e25,#f9703b,#f4d66f,#bcb778,#796b3b,#b39e47,#5c7579,#796b3b}","{""(185,78,43)"",""(251,161,77)"",""(237,106,73)"",""(241,108,67)"",""(190,63,27)"",""(238,97,50)"",""(237,228,108)"",""(196,179,108)"",""(114,95,57)"",""(188,160,57)"",""(85,125,125)"",""(129,100,65)""}","{""(185,78,43)"",""(251,161,77)"",""(237,106,73)"",""(241,108,67)"",""(190,63,27)"",""(238,97,50)""}","{""(237,228,108)"",""(196,179,108)"",""(114,95,57)"",""(188,160,57)"",""(85,125,125)"",""(129,100,65)""}"
zJyuyw,29,0,Uncertain,3,0,1,1,2020-08-28 05:07:16,15,bear,"{#e26f39,#f6c458,#e09c3e,#e69e40,#ed7b3d,#f5be67,#469224,#604929,#a09f33,#dfd548,#89bcb2,#dccb47}","{""(234,99,71)"",""(243,187,73)"",""(234,166,62)"",""(227,170,57)"",""(228,119,74)"",""(252,199,103)"",""(60,135,49)"",""(110,78,26)"",""(156,171,41)"",""(228,225,77)"",""(138,174,189)"",""(219,198,72)""}","{""(234,99,71)"",""(243,187,73)"",""(234,166,62)"",""(227,170,57)"",""(228,119,74)"",""(252,199,103)""}","{""(60,135,49)"",""(110,78,26)"",""(156,171,41)"",""(228,225,77)"",""(138,174,189)"",""(219,198,72)""}"
zJyuyw,30,1,E,E,1,0,1,2020-08-28 05:07:23,15,greys,"{#f2bbce,#a43b67,#ce7997,#f2bbce,#a43b67,#ce7997,#969696,#dddddd,#636363,#969696,#cccccc,#636363}","{""(244,175,192)"",""(156,55,100)"",""(215,106,153)"",""(236,196,210)"",""(162,46,106)"",""(196,116,141)"",""(158,162,147)"",""(211,227,212)"",""(90,111,98)"",""(147,138,148)"",""(197,216,190)"",""(99,92,108)""}","{""(244,175,192)"",""(156,55,100)"",""(215,106,153)"",""(236,196,210)"",""(162,46,106)"",""(196,116,141)""}","{""(158,162,147)"",""(211,227,212)"",""(90,111,98)"",""(147,138,148)"",""(197,216,190)"",""(99,92,108)""}"
zJyuyw,31,0,1,E,0,0,1,2020-08-28 05:07:30,15,Plates_14-17,"{#a3ae5e,#4c5b35,#91ae46,#616a3b,#a0b164,#a5ae5f,#ee5149,#f39935,#fad600,#fb9a5e,#f3d92d,#eb952e}","{""(156,179,91)"",""(71,81,44)"",""(158,163,60)"",""(98,94,52)"",""(157,166,102)"",""(155,169,108)"",""(242,84,79)"",""(233,152,55)"",""(241,213,0)"",""(242,148,99)"",""(240,228,53)"",""(234,144,47)""}","{""(156,179,91)"",""(71,81,44)"",""(158,163,60)"",""(98,94,52)"",""(157,166,102)"",""(155,169,108)""}","{""(242,84,79)"",""(233,152,55)"",""(241,213,0)"",""(242,148,99)"",""(240,228,53)"",""(234,144,47)""}"
zJyuyw,32,0,Uncertain,No Image,0,0,1,2020-08-28 05:07:34,15,Plates_34-35,"{#a6ad62,#576f54,#999d62,#69653e,#bfaf5f,#a38f4f,#fac243,#d95415,#ff814f,#fdb654,#b44747,#bd7270}","{""(156,187,93)"",""(100,104,92)"",""(154,160,85)"",""(106,101,55)"",""(185,177,99)"",""(173,137,71)"",""(235,192,61)"",""(229,79,19)"",""(245,115,83)"",""(253,189,83)"",""(172,69,69)"",""(187,100,111)""}","{""(156,187,93)"",""(100,104,92)"",""(154,160,85)"",""(106,101,55)"",""(185,177,99)"",""(173,137,71)""}","{""(235,192,61)"",""(229,79,19)"",""(245,115,83)"",""(253,189,83)"",""(172,69,69)"",""(187,100,111)""}"
zJyuyw,33,0,Uncertain,D,0,0,1,2020-08-28 05:07:40,15,Plates_30-31,"{#9eab5e,#5c6746,#f6d01e,#bdbe75,#6a6f4e,#9caf5d,#f6d01e,#f9654c,#faa06d,#d5412c,#facc33,#f87653}","{""(146,172,92)"",""(84,100,65)"",""(252,194,37)"",""(177,192,110)"",""(92,99,80)"",""(166,168,97)"",""(241,212,21)"",""(251,100,86)"",""(243,160,105)"",""(224,60,29)"",""(247,210,36)"",""(246,125,74)""}","{""(146,172,92)"",""(84,100,65)"",""(252,194,37)"",""(177,192,110)"",""(92,99,80)"",""(166,168,97)""}","{""(241,212,21)"",""(251,100,86)"",""(243,160,105)"",""(224,60,29)"",""(247,210,36)"",""(246,125,74)""}"
zJyuyw,34,0,Uncertain,A,0,0,1,2020-08-28 05:07:51,15,bluey,"{#3282be,#08529c,#3282be,#08529c,#3282be,#08529c,#72229f,#9a5bbf,#72229f,#9a5bbf,#762DA3,#9a5bbf}","{""(38,121,182)"",""(22,80,169)"",""(59,137,204)"",""(2,82,151)"",""(43,138,203)"",""(16,91,142)"",""(123,45,172)"",""(147,94,201)"",""(105,22,149)"",""(156,87,195)"",""(103,49,158)"",""(167,104,184)""}","{""(38,121,182)"",""(22,80,169)"",""(59,137,204)"",""(2,82,151)"",""(43,138,203)"",""(16,91,142)""}","{""(123,45,172)"",""(147,94,201)"",""(105,22,149)"",""(156,87,195)"",""(103,49,158)"",""(167,104,184)""}"
zJyuyw,35,1,A,A,1,0,1,2020-08-28 05:08:06,15,greys,"{#f2bbce,#a43b67,#ce7997,#f2bbce,#a43b67,#ce7997,#969696,#dddddd,#636363,#969696,#cccccc,#636363}","{""(234,190,215)"",""(149,49,113)"",""(202,121,137)"",""(240,201,193)"",""(157,45,113)"",""(217,135,138)"",""(145,153,146)"",""(232,224,233)"",""(113,99,93)"",""(138,160,156)"",""(215,208,210)"",""(90,112,112)""}","{""(234,190,215)"",""(149,49,113)"",""(202,121,137)"",""(240,201,193)"",""(157,45,113)"",""(217,135,138)""}","{""(145,153,146)"",""(232,224,233)"",""(113,99,93)"",""(138,160,156)"",""(215,208,210)"",""(90,112,112)""}"
